path,system_id,dataset_src,gt_label,pred_label,pred_prob_vc,correct
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/MeloTTS/wives_and_daughters_10_f000150.wav,MeloTTS,MLAAD,TTS,TTS,0.101038,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/suno_bark/wives_and_daughters_16_f000002.wav,suno_bark,MLAAD,TTS,VC,0.824736,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/optispeech/jane_eyre_08_f000037.wav,optispeech,MLAAD,TTS,TTS,0.016615,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Chatterbox/pink_fairy_book_12_f000071.wav,Chatterbox,MLAAD,TTS,TTS,0.123413,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/vixTTS/dorothy_and_wizard_oz_01_f000033.wav,vixTTS,MLAAD,TTS,TTS,0.026847,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/FishTTS/piratesofersatz_06_leinster_64kb_f000089.wav,FishTTS,MLAAD,TTS,VC,0.890127,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Voxtream/the_sea_fairies_15_f000119.wav,Voxtream,MLAAD,TTS,VC,0.567919,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Step-Audio-EditX/jane_eyre_15_f000195.wav,Step-Audio-EditX,MLAAD,TTS,TTS,0.028553,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/parler_tts_mini_v0.1/jane_eyre_21_f000033.wav,parler_tts_mini_v0.1,MLAAD,TTS,TTS,0.073844,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Microsoft VibeVoice 1.5B/jane_eyre_05_f000057.wav,Microsoft VibeVoice 1.5B,MLAAD,TTS,TTS,0.187741,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Nari Dia2/jane_eyre_12_f000094.wav,Nari Dia2,MLAAD,TTS,VC,0.650726,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Supertonic/midnight_passenger_12_f000049.wav,Supertonic,MLAAD,TTS,TTS,0.320903,1
"/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Resemble.ai (April 12th, 2025)/northandsouth_07_f000016.wav","Resemble.ai (April 12th, 2025)",MLAAD,TTS,TTS,0.038367,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/parler_tts_mini_v1/ozma_of_oz_02_f000012.wav,parler_tts_mini_v1,MLAAD,TTS,TTS,0.037316,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Llasa-8B/emerald_city_of_oz_20_f000104.wav,Llasa-8B,MLAAD,TTS,TTS,0.396056,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Index-TTS-2.0/silent_bullet_03_f000263.wav,Index-TTS-2.0,MLAAD,TTS,TTS,0.102677,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Indri-TTS-0.1/wives_and_daughters_10_f000305.wav,Indri-TTS-0.1,MLAAD,TTS,TTS,0.143793,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/OpenVoiceV2/jane_eyre_04_f000253.wav,OpenVoiceV2,MLAAD,TTS,TTS,0.317906,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/MiniCPM-o-2.6/the_sea_fairies_06_f000141.wav,MiniCPM-o-2.6,MLAAD,TTS,TTS,0.269298,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/OuteTTS/pink_fairy_book_25_f000091.wav,OuteTTS,MLAAD,TTS,TTS,0.026187,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/f5-tts/wives_and_daughters_13_f000053.wav,f5-tts,MLAAD,TTS,TTS,0.030977,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/MegaTTS3/northandsouth_39_f000063.wav,MegaTTS3,MLAAD,TTS,VC,0.871537,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/DeepGram/northandsouth_03_f000104.wav,DeepGram,MLAAD,TTS,TTS,0.231307,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Edge-TTS/poisoned_pen_09_f000059.wav,Edge-TTS,MLAAD,TTS,VC,0.900905,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/MegaTTS3/midnight_passenger_01_f000048.wav,MegaTTS3,MLAAD,TTS,TTS,0.091395,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/microsoft_speecht5_tts/skyisland_12_baum_64kb_f000046.wav,microsoft_speecht5_tts,MLAAD,TTS,TTS,0.026176,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Ringg Squirrel TTS v1.0/jane_eyre_25_f000066.wav,Ringg Squirrel TTS v1.0,MLAAD,TTS,TTS,0.154708,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Marvis-TTS/emerald_city_of_oz_09_f000040.wav,Marvis-TTS,MLAAD,TTS,TTS,0.069299,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/Microsoft VibeVoice Large/silent_bullet_03_f000123.wav,Microsoft VibeVoice Large,MLAAD,TTS,TTS,0.011484,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/mlaad_en/OpenVoiceV2/midnight_passenger_10_f000210.wav,OpenVoiceV2,MLAAD,TTS,TTS,0.062142,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T25/task1/team25_intra-TEF1_SEM1_E30003.wav,T25,VCC2020,VC,TTS,0.258099,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T24/task1/team24_intra-TEF1_SEM1_E30005.wav,T24,VCC2020,VC,VC,0.524514,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T10/task1/team10_intra-TEF2_SEF1_E30004.wav,T10,VCC2020,VC,TTS,0.025512,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T30/task1/team30_intra-TEM2_SEM1_E30005.wav,T30,VCC2020,VC,TTS,0.443733,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T26/task1/team26_intra-TEF1_SEM2_E30005.wav,T26,VCC2020,VC,TTS,0.320050,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T19/task1/team19_intra-TEM2_SEM1_E30003.wav,T19,VCC2020,VC,TTS,0.136274,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T04/task1/team04_intra-TEF1_SEM1_E30005.wav,T04,VCC2020,VC,TTS,0.383786,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T28/task1/team28_intra-TEM1_SEF2_E30004.wav,T28,VCC2020,VC,TTS,0.367789,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T32/task1/team32_intra-TEF1_SEF1_E30004.wav,T32,VCC2020,VC,TTS,0.190168,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T25/task1/team25_intra-TEF1_SEM2_E30001.wav,T25,VCC2020,VC,TTS,0.160781,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T20/task1/team20_intra-TEM2_SEF1_E30003.wav,T20,VCC2020,VC,TTS,0.035459,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T08/task1/team08_intra-TEM1_SEM2_E30001.wav,T08,VCC2020,VC,TTS,0.053319,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T28/task1/team28_intra-TEM1_SEM1_E30005.wav,T28,VCC2020,VC,VC,0.824980,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T20/task1/team20_intra-TEM1_SEF2_E30002.wav,T20,VCC2020,VC,VC,0.506312,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T16/task1/team16_intra-TEM2_SEM2_E30001.wav,T16,VCC2020,VC,TTS,0.295563,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T01/task1/team01_intra-TEF2_SEF2_E30003.wav,T01,VCC2020,VC,TTS,0.049568,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T17/task1/team17_intra-TEM2_SEF1_E30004.wav,T17,VCC2020,VC,TTS,0.022413,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T07/task1/team07_intra-TEF2_SEM2_E30001.wav,T07,VCC2020,VC,TTS,0.017646,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T09/task1/team09_intra-TEM1_SEF1_E30001.wav,T09,VCC2020,VC,TTS,0.218898,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T02/task1/team02_intra-TEM1_SEM1_E30004.wav,T02,VCC2020,VC,TTS,0.185395,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T31/task1/team31_intra-TEF1_SEF2_E30005.wav,T31,VCC2020,VC,TTS,0.013647,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T23/task1/team23_intra-TEM1_SEF2_E30001.wav,T23,VCC2020,VC,TTS,0.102836,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T07/task1/team07_intra-TEM2_SEF2_E30002.wav,T07,VCC2020,VC,VC,0.558868,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T04/task1/team04_intra-TEM1_SEM2_E30005.wav,T04,VCC2020,VC,TTS,0.078450,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T21/task1/team21_intra-TEM1_SEM1_E30004.wav,T21,VCC2020,VC,TTS,0.464480,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T01/task1/team01_intra-TEF2_SEF1_E30003.wav,T01,VCC2020,VC,TTS,0.007246,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T02/task1/team02_intra-TEF2_SEF2_E30005.wav,T02,VCC2020,VC,TTS,0.160245,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T32/task1/team32_intra-TEF2_SEM1_E30004.wav,T32,VCC2020,VC,TTS,0.013763,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T23/task1/team23_intra-TEF1_SEF1_E30001.wav,T23,VCC2020,VC,TTS,0.012206,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T28/task1/team28_intra-TEM2_SEF1_E30003.wav,T28,VCC2020,VC,TTS,0.341119,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T02/task1/team02_intra-TEF1_SEM2_E30002.wav,T02,VCC2020,VC,TTS,0.031378,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T21/task1/team21_intra-TEM1_SEF2_E30002.wav,T21,VCC2020,VC,VC,0.829962,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T17/task1/team17_intra-TEF2_SEM1_E30003.wav,T17,VCC2020,VC,TTS,0.138628,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T24/task1/team24_intra-TEM1_SEM1_E30005.wav,T24,VCC2020,VC,TTS,0.331349,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T06/task1/team06_intra-TEM2_SEF2_E30004.wav,T06,VCC2020,VC,TTS,0.287709,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T30/task1/team30_intra-TEF2_SEF1_E30001.wav,T30,VCC2020,VC,TTS,0.016203,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T18/task1/team18_intra-TEF1_SEM2_E30003.wav,T18,VCC2020,VC,VC,0.869448,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T26/task1/team26_intra-TEF1_SEM1_E30003.wav,T26,VCC2020,VC,TTS,0.020695,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T13/task1/team13_intra-TEF1_SEM1_E30004.wav,T13,VCC2020,VC,TTS,0.466307,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T17/task1/team17_intra-TEF2_SEF2_E30002.wav,T17,VCC2020,VC,TTS,0.380400,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T10/task1/team10_intra-TEM1_SEM2_E30001.wav,T10,VCC2020,VC,TTS,0.052505,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T29/task1/team29_intra-TEF2_SEM1_E30005.wav,T29,VCC2020,VC,TTS,0.032086,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T25/task1/team25_intra-TEF2_SEF1_E30004.wav,T25,VCC2020,VC,TTS,0.008328,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T11/task1/team11_intra-TEM2_SEM1_E30003.wav,T11,VCC2020,VC,TTS,0.108706,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T03/task1/team03_intra-TEM1_SEM1_E30001.wav,T03,VCC2020,VC,TTS,0.088925,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T27/task1/team27_intra-TEF2_SEF1_E30003.wav,T27,VCC2020,VC,TTS,0.020617,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T11/task1/team11_intra-TEM2_SEF2_E30002.wav,T11,VCC2020,VC,TTS,0.103146,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T18/task1/team18_intra-TEM2_SEM1_E30004.wav,T18,VCC2020,VC,TTS,0.457386,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T14/task1/team14_intra-TEM2_SEF2_E30003.wav,T14,VCC2020,VC,TTS,0.331107,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T29/task1/team29_intra-TEM2_SEM1_E30005.wav,T29,VCC2020,VC,TTS,0.384621,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T26/task1/team26_intra-TEM2_SEM2_E30003.wav,T26,VCC2020,VC,VC,0.790059,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T24/task1/team24_intra-TEM2_SEF1_E30005.wav,T24,VCC2020,VC,TTS,0.006843,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T19/task1/team19_intra-TEF2_SEM1_E30003.wav,T19,VCC2020,VC,TTS,0.238243,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T08/task1/team08_intra-TEM2_SEF1_E30001.wav,T08,VCC2020,VC,TTS,0.022565,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T14/task1/team14_intra-TEM2_SEM2_E30001.wav,T14,VCC2020,VC,TTS,0.150670,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T06/task1/team06_intra-TEM1_SEF2_E30004.wav,T06,VCC2020,VC,TTS,0.327261,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T03/task1/team03_intra-TEM2_SEF2_E30003.wav,T03,VCC2020,VC,TTS,0.369745,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T31/task1/team31_intra-TEM2_SEM2_E30005.wav,T31,VCC2020,VC,TTS,0.059773,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T18/task1/team18_intra-TEF1_SEF2_E30001.wav,T18,VCC2020,VC,VC,0.618483,1
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T31/task1/team31_intra-TEF1_SEM2_E30002.wav,T31,VCC2020,VC,TTS,0.027522,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T01/task1/team01_intra-TEM1_SEM1_E30003.wav,T01,VCC2020,VC,TTS,0.032592,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T27/task1/team27_intra-TEM2_SEM1_E30002.wav,T27,VCC2020,VC,TTS,0.017834,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T27/task1/team27_intra-TEM1_SEM2_E30004.wav,T27,VCC2020,VC,TTS,0.101376,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T14/task1/team14_intra-TEM2_SEM1_E30004.wav,T14,VCC2020,VC,TTS,0.017656,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T16/task1/team16_intra-TEM1_SEM1_E30004.wav,T16,VCC2020,VC,TTS,0.162772,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T21/task1/team21_intra-TEF1_SEM2_E30001.wav,T21,VCC2020,VC,TTS,0.294741,0
/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T19/task1/team19_intra-TEM2_SEM2_E30004.wav,T19,VCC2020,VC,TTS,0.074571,0
